"","subject","item","region","measure","sort","condition","skips","rawdata","nozero","proficiency","ambiguity","continuation","trimmed_nozero"
"31134",13,30,"spillover2","tt","spillover2 tt",5,0,474,474,80,0.5,-0.5,474
"31136",13,29,"spillover2","tt","spillover2 tt",8,0,682,682,80,-0.5,0.5,682
"31138",13,31,"spillover2","tt","spillover2 tt",6,0,662,662,80,-0.5,-0.5,662
"31140",13,38,"spillover2","tt","spillover2 tt",5,0,502,502,80,0.5,-0.5,502
"31142",13,32,"spillover2","tt","spillover2 tt",7,0,474,474,80,0.5,0.5,474
"31144",13,34,"spillover2","tt","spillover2 tt",5,0,252,252,80,0.5,-0.5,252
"31146",13,26,"spillover2","tt","spillover2 tt",5,0,474,474,80,0.5,-0.5,474
"31148",13,39,"spillover2","tt","spillover2 tt",6,0,878,878,80,-0.5,-0.5,878
"31150",13,33,"spillover2","tt","spillover2 tt",8,0,420,420,80,-0.5,0.5,420
"31152",13,36,"spillover2","tt","spillover2 tt",7,0,668,668,80,0.5,0.5,668
"31154",13,48,"spillover2","tt","spillover2 tt",7,0,724,724,80,0.5,0.5,724
"31156",13,40,"spillover2","tt","spillover2 tt",7,0,332,332,80,0.5,0.5,332
"31158",13,45,"spillover2","tt","spillover2 tt",8,0,516,516,80,-0.5,0.5,516
"31160",13,42,"spillover2","tt","spillover2 tt",5,0,828,828,80,0.5,-0.5,828
"31162",13,28,"spillover2","tt","spillover2 tt",7,0,218,218,80,0.5,0.5,218
"31165",14,41,"spillover2","tt","spillover2 tt",5,0,842,842,80,0.5,-0.5,842
"31167",14,34,"spillover2","tt","spillover2 tt",6,0,216,216,80,-0.5,-0.5,216
"31169",14,35,"spillover2","tt","spillover2 tt",7,0,596,596,80,0.5,0.5,596
"31171",14,27,"spillover2","tt","spillover2 tt",7,0,542,542,80,0.5,0.5,542
"31173",14,44,"spillover2","tt","spillover2 tt",8,0,132,132,80,-0.5,0.5,132
"31175",14,33,"spillover2","tt","spillover2 tt",5,0,766,766,80,0.5,-0.5,766
"31177",14,28,"spillover2","tt","spillover2 tt",8,0,826,826,80,-0.5,0.5,826
"31179",14,26,"spillover2","tt","spillover2 tt",6,0,774,774,80,-0.5,-0.5,774
"31181",14,37,"spillover2","tt","spillover2 tt",5,0,352,352,80,0.5,-0.5,352
"31183",14,36,"spillover2","tt","spillover2 tt",8,0,312,312,80,-0.5,0.5,312
"31185",14,46,"spillover2","tt","spillover2 tt",6,0,526,526,80,-0.5,-0.5,526
"31187",14,29,"spillover2","tt","spillover2 tt",5,0,236,236,80,0.5,-0.5,236
"31189",14,38,"spillover2","tt","spillover2 tt",6,0,1188,1188,80,-0.5,-0.5,1188
"31191",14,39,"spillover2","tt","spillover2 tt",7,0,1790,1790,80,0.5,0.5,1790
"31193",14,47,"spillover2","tt","spillover2 tt",7,0,610,610,80,0.5,0.5,610
"31195",14,25,"spillover2","tt","spillover2 tt",5,0,454,454,80,0.5,-0.5,454
"31197",14,48,"spillover2","tt","spillover2 tt",8,0,316,316,80,-0.5,0.5,316
"31199",14,42,"spillover2","tt","spillover2 tt",6,0,388,388,80,-0.5,-0.5,388
"31201",14,45,"spillover2","tt","spillover2 tt",5,0,408,408,80,0.5,-0.5,408
"31203",14,43,"spillover2","tt","spillover2 tt",7,0,726,726,80,0.5,0.5,726
"31205",14,32,"spillover2","tt","spillover2 tt",8,0,1786,1786,80,-0.5,0.5,1786
"31207",14,40,"spillover2","tt","spillover2 tt",8,0,124,124,80,-0.5,0.5,124
"31209",14,30,"spillover2","tt","spillover2 tt",6,0,210,210,80,-0.5,-0.5,210
"31211",14,31,"spillover2","tt","spillover2 tt",7,0,214,214,80,0.5,0.5,214
"31213",15,34,"spillover2","tt","spillover2 tt",7,1,0,NA,80,0.5,0.5,NA
"31215",15,30,"spillover2","tt","spillover2 tt",7,0,212,212,80,0.5,0.5,212
"31217",15,35,"spillover2","tt","spillover2 tt",8,0,520,520,80,-0.5,0.5,520
"31219",15,38,"spillover2","tt","spillover2 tt",7,0,762,762,80,0.5,0.5,762
"31221",15,46,"spillover2","tt","spillover2 tt",7,0,786,786,80,0.5,0.5,786
"31222",15,36,"spillover2","tt","spillover2 tt",5,0,724,724,80,0.5,-0.5,724
"31224",15,25,"spillover2","tt","spillover2 tt",6,0,442,442,80,-0.5,-0.5,442
"31226",15,28,"spillover2","tt","spillover2 tt",5,0,248,248,80,0.5,-0.5,248
"31228",15,33,"spillover2","tt","spillover2 tt",6,0,262,262,80,-0.5,-0.5,262
"31230",15,42,"spillover2","tt","spillover2 tt",7,0,212,212,80,0.5,0.5,212
"31232",15,45,"spillover2","tt","spillover2 tt",6,0,472,472,80,-0.5,-0.5,472
"31234",15,29,"spillover2","tt","spillover2 tt",6,0,250,250,80,-0.5,-0.5,250
"31236",15,41,"spillover2","tt","spillover2 tt",6,0,246,246,80,-0.5,-0.5,246
"31238",15,31,"spillover2","tt","spillover2 tt",8,0,340,340,80,-0.5,0.5,340
"31240",15,47,"spillover2","tt","spillover2 tt",8,0,246,246,80,-0.5,0.5,246
"31241",15,37,"spillover2","tt","spillover2 tt",6,0,264,264,80,-0.5,-0.5,264
"31243",15,27,"spillover2","tt","spillover2 tt",8,0,214,214,80,-0.5,0.5,214
"31244",15,48,"spillover2","tt","spillover2 tt",5,0,522,522,80,0.5,-0.5,522
"31246",15,40,"spillover2","tt","spillover2 tt",5,0,290,290,80,0.5,-0.5,290
"31248",15,43,"spillover2","tt","spillover2 tt",8,0,192,192,80,-0.5,0.5,192
"31250",15,39,"spillover2","tt","spillover2 tt",8,0,400,400,80,-0.5,0.5,400
"31252",15,26,"spillover2","tt","spillover2 tt",7,0,258,258,80,0.5,0.5,258
"31253",15,44,"spillover2","tt","spillover2 tt",5,0,532,532,80,0.5,-0.5,532
"31255",15,32,"spillover2","tt","spillover2 tt",5,0,524,524,80,0.5,-0.5,524
"31257",16,33,"spillover2","tt","spillover2 tt",7,0,396,396,80,0.5,0.5,396
"31259",16,25,"spillover2","tt","spillover2 tt",7,0,590,590,80,0.5,0.5,590
"31261",16,36,"spillover2","tt","spillover2 tt",6,0,368,368,80,-0.5,-0.5,368
"31263",16,47,"spillover2","tt","spillover2 tt",5,0,700,700,80,0.5,-0.5,700
"31265",16,48,"spillover2","tt","spillover2 tt",6,0,454,454,80,-0.5,-0.5,454
"31267",16,30,"spillover2","tt","spillover2 tt",8,0,526,526,80,-0.5,0.5,526
"31269",16,27,"spillover2","tt","spillover2 tt",5,0,308,308,80,0.5,-0.5,308
"31271",16,41,"spillover2","tt","spillover2 tt",7,0,686,686,80,0.5,0.5,686
"31273",16,46,"spillover2","tt","spillover2 tt",8,0,826,826,80,-0.5,0.5,826
"31275",16,38,"spillover2","tt","spillover2 tt",8,0,762,762,80,-0.5,0.5,762
"31277",16,44,"spillover2","tt","spillover2 tt",6,0,252,252,80,-0.5,-0.5,252
"31279",16,28,"spillover2","tt","spillover2 tt",6,0,222,222,80,-0.5,-0.5,222
"31281",16,31,"spillover2","tt","spillover2 tt",5,0,188,188,80,0.5,-0.5,188
"31283",16,29,"spillover2","tt","spillover2 tt",7,0,140,140,80,0.5,0.5,140
"31285",16,37,"spillover2","tt","spillover2 tt",7,0,490,490,80,0.5,0.5,490
"31287",16,32,"spillover2","tt","spillover2 tt",6,0,680,680,80,-0.5,-0.5,680
"31289",16,43,"spillover2","tt","spillover2 tt",5,0,178,178,80,0.5,-0.5,178
"31291",16,26,"spillover2","tt","spillover2 tt",8,0,294,294,80,-0.5,0.5,294
"31293",16,34,"spillover2","tt","spillover2 tt",8,0,132,132,80,-0.5,0.5,132
"31295",16,35,"spillover2","tt","spillover2 tt",5,0,582,582,80,0.5,-0.5,582
"31297",16,42,"spillover2","tt","spillover2 tt",8,0,586,586,80,-0.5,0.5,586
"31299",16,45,"spillover2","tt","spillover2 tt",7,0,268,268,80,0.5,0.5,268
"31301",16,40,"spillover2","tt","spillover2 tt",6,0,348,348,80,-0.5,-0.5,348
"31303",16,39,"spillover2","tt","spillover2 tt",5,0,792,792,80,0.5,-0.5,792
"31305",17,35,"spillover2","tt","spillover2 tt",6,0,328,328,80,-0.5,-0.5,328
"31307",17,40,"spillover2","tt","spillover2 tt",7,0,414,414,80,0.5,0.5,414
"31309",17,42,"spillover2","tt","spillover2 tt",5,0,1336,1336,80,0.5,-0.5,1336
"31311",17,31,"spillover2","tt","spillover2 tt",6,0,348,348,80,-0.5,-0.5,348
"31313",17,33,"spillover2","tt","spillover2 tt",8,0,922,922,80,-0.5,0.5,922
"31315",17,29,"spillover2","tt","spillover2 tt",8,0,798,798,80,-0.5,0.5,798
"31317",17,28,"spillover2","tt","spillover2 tt",7,0,426,426,80,0.5,0.5,426
"31319",17,41,"spillover2","tt","spillover2 tt",8,0,896,896,80,-0.5,0.5,896
"31321",17,44,"spillover2","tt","spillover2 tt",7,0,886,886,80,0.5,0.5,886
"31323",17,37,"spillover2","tt","spillover2 tt",8,0,522,522,80,-0.5,0.5,522
"31325",17,30,"spillover2","tt","spillover2 tt",5,0,406,406,80,0.5,-0.5,406
"31327",17,38,"spillover2","tt","spillover2 tt",5,0,308,308,80,0.5,-0.5,308
"31329",17,47,"spillover2","tt","spillover2 tt",6,0,926,926,80,-0.5,-0.5,926
"31331",17,32,"spillover2","tt","spillover2 tt",7,0,1396,1396,80,0.5,0.5,1396
"31333",17,45,"spillover2","tt","spillover2 tt",8,0,686,686,80,-0.5,0.5,686
"31335",17,39,"spillover2","tt","spillover2 tt",6,0,412,412,80,-0.5,-0.5,412
"31337",17,27,"spillover2","tt","spillover2 tt",6,0,554,554,80,-0.5,-0.5,554
"31339",17,43,"spillover2","tt","spillover2 tt",6,0,296,296,80,-0.5,-0.5,296
"31341",17,48,"spillover2","tt","spillover2 tt",7,0,1216,1216,80,0.5,0.5,1216
"31343",17,34,"spillover2","tt","spillover2 tt",5,0,462,462,80,0.5,-0.5,462
"31345",17,25,"spillover2","tt","spillover2 tt",8,0,1234,1234,80,-0.5,0.5,1234
"31347",17,36,"spillover2","tt","spillover2 tt",7,0,852,852,80,0.5,0.5,852
"31349",17,26,"spillover2","tt","spillover2 tt",5,0,1782,1782,80,0.5,-0.5,1782
"31351",17,46,"spillover2","tt","spillover2 tt",5,0,1028,1028,80,0.5,-0.5,1028
"31353",18,47,"spillover2","tt","spillover2 tt",7,0,536,536,80,0.5,0.5,536
"31355",18,28,"spillover2","tt","spillover2 tt",8,0,228,228,80,-0.5,0.5,228
"31357",18,27,"spillover2","tt","spillover2 tt",7,1,0,NA,80,0.5,0.5,NA
"31359",18,38,"spillover2","tt","spillover2 tt",6,0,370,370,80,-0.5,-0.5,370
"31361",18,34,"spillover2","tt","spillover2 tt",6,0,236,236,80,-0.5,-0.5,236
"31363",18,39,"spillover2","tt","spillover2 tt",7,0,932,932,80,0.5,0.5,932
"31365",18,31,"spillover2","tt","spillover2 tt",7,0,722,722,80,0.5,0.5,722
"31367",18,37,"spillover2","tt","spillover2 tt",5,0,266,266,80,0.5,-0.5,266
"31369",18,45,"spillover2","tt","spillover2 tt",5,0,314,314,80,0.5,-0.5,314
"31371",18,40,"spillover2","tt","spillover2 tt",8,0,712,712,80,-0.5,0.5,712
"31373",18,33,"spillover2","tt","spillover2 tt",5,0,306,306,80,0.5,-0.5,306
"31375",18,48,"spillover2","tt","spillover2 tt",8,0,236,236,80,-0.5,0.5,236
"31377",18,30,"spillover2","tt","spillover2 tt",6,0,268,268,80,-0.5,-0.5,268
"31379",18,42,"spillover2","tt","spillover2 tt",6,0,562,562,80,-0.5,-0.5,562
"31381",18,25,"spillover2","tt","spillover2 tt",5,0,402,402,80,0.5,-0.5,402
"31383",18,32,"spillover2","tt","spillover2 tt",8,0,788,788,80,-0.5,0.5,788
"31385",18,44,"spillover2","tt","spillover2 tt",8,0,912,912,80,-0.5,0.5,912
"31387",18,29,"spillover2","tt","spillover2 tt",5,0,594,594,80,0.5,-0.5,594
"31389",18,41,"spillover2","tt","spillover2 tt",5,0,858,858,80,0.5,-0.5,858
"31391",18,35,"spillover2","tt","spillover2 tt",7,0,546,546,80,0.5,0.5,546
"31393",18,46,"spillover2","tt","spillover2 tt",6,0,1346,1346,80,-0.5,-0.5,1346
"31395",18,26,"spillover2","tt","spillover2 tt",6,0,262,262,80,-0.5,-0.5,262
"31397",18,36,"spillover2","tt","spillover2 tt",8,0,746,746,80,-0.5,0.5,746
"31399",18,43,"spillover2","tt","spillover2 tt",7,0,242,242,80,0.5,0.5,242
"31400",19,29,"spillover2","tt","spillover2 tt",6,0,436,436,80,-0.5,-0.5,436
"31402",19,45,"spillover2","tt","spillover2 tt",6,0,246,246,80,-0.5,-0.5,246
"31404",19,27,"spillover2","tt","spillover2 tt",8,0,166,166,80,-0.5,0.5,166
"31406",19,46,"spillover2","tt","spillover2 tt",7,0,2158,2158,80,0.5,0.5,NA
"31408",19,41,"spillover2","tt","spillover2 tt",6,0,412,412,80,-0.5,-0.5,412
"31410",19,30,"spillover2","tt","spillover2 tt",7,0,938,938,80,0.5,0.5,938
"31412",19,47,"spillover2","tt","spillover2 tt",8,0,924,924,80,-0.5,0.5,924
"31414",19,33,"spillover2","tt","spillover2 tt",6,0,756,756,80,-0.5,-0.5,756
"31416",19,39,"spillover2","tt","spillover2 tt",8,0,616,616,80,-0.5,0.5,616
"31418",19,40,"spillover2","tt","spillover2 tt",5,1,0,NA,80,0.5,-0.5,NA
"31420",19,48,"spillover2","tt","spillover2 tt",5,0,280,280,80,0.5,-0.5,280
"31422",19,32,"spillover2","tt","spillover2 tt",5,0,1166,1166,80,0.5,-0.5,1166
"31424",19,42,"spillover2","tt","spillover2 tt",7,0,514,514,80,0.5,0.5,514
"31426",19,31,"spillover2","tt","spillover2 tt",8,0,424,424,80,-0.5,0.5,424
"31428",19,34,"spillover2","tt","spillover2 tt",7,0,364,364,80,0.5,0.5,364
"31430",19,35,"spillover2","tt","spillover2 tt",8,0,226,226,80,-0.5,0.5,226
"31432",19,37,"spillover2","tt","spillover2 tt",6,0,268,268,80,-0.5,-0.5,268
"31434",19,26,"spillover2","tt","spillover2 tt",7,0,230,230,80,0.5,0.5,230
"31436",19,43,"spillover2","tt","spillover2 tt",8,0,384,384,80,-0.5,0.5,384
"31438",19,25,"spillover2","tt","spillover2 tt",6,0,760,760,80,-0.5,-0.5,760
"31440",19,28,"spillover2","tt","spillover2 tt",5,0,256,256,80,0.5,-0.5,256
"31442",19,44,"spillover2","tt","spillover2 tt",5,1,0,NA,80,0.5,-0.5,NA
"31444",19,36,"spillover2","tt","spillover2 tt",5,0,740,740,80,0.5,-0.5,740
"31446",19,38,"spillover2","tt","spillover2 tt",7,0,190,190,80,0.5,0.5,190
"31448",20,41,"spillover2","tt","spillover2 tt",7,0,488,488,80,0.5,0.5,488
"31450",20,37,"spillover2","tt","spillover2 tt",7,0,336,336,80,0.5,0.5,336
"31452",20,47,"spillover2","tt","spillover2 tt",5,0,300,300,80,0.5,-0.5,300
"31454",20,25,"spillover2","tt","spillover2 tt",7,0,536,536,80,0.5,0.5,536
"31456",20,39,"spillover2","tt","spillover2 tt",5,0,1292,1292,80,0.5,-0.5,1292
"31458",20,40,"spillover2","tt","spillover2 tt",6,0,388,388,80,-0.5,-0.5,388
"31460",20,30,"spillover2","tt","spillover2 tt",8,0,182,182,80,-0.5,0.5,182
"31462",20,34,"spillover2","tt","spillover2 tt",8,0,950,950,80,-0.5,0.5,950
"31464",20,26,"spillover2","tt","spillover2 tt",8,0,322,322,80,-0.5,0.5,322
"31466",20,28,"spillover2","tt","spillover2 tt",6,0,748,748,80,-0.5,-0.5,748
"31468",20,36,"spillover2","tt","spillover2 tt",6,0,634,634,80,-0.5,-0.5,634
"31470",20,45,"spillover2","tt","spillover2 tt",7,0,496,496,80,0.5,0.5,496
"31472",20,42,"spillover2","tt","spillover2 tt",8,0,930,930,80,-0.5,0.5,930
"31474",20,29,"spillover2","tt","spillover2 tt",7,0,600,600,80,0.5,0.5,600
"31476",20,44,"spillover2","tt","spillover2 tt",6,0,178,178,80,-0.5,-0.5,178
"31478",20,46,"spillover2","tt","spillover2 tt",8,0,890,890,80,-0.5,0.5,890
"31480",20,32,"spillover2","tt","spillover2 tt",6,0,730,730,80,-0.5,-0.5,730
"31482",20,38,"spillover2","tt","spillover2 tt",8,0,1114,1114,80,-0.5,0.5,1114
"31484",20,43,"spillover2","tt","spillover2 tt",5,0,1232,1232,80,0.5,-0.5,1232
"31486",20,33,"spillover2","tt","spillover2 tt",7,0,1828,1828,80,0.5,0.5,1828
"31488",20,31,"spillover2","tt","spillover2 tt",5,0,358,358,80,0.5,-0.5,358
"31490",20,35,"spillover2","tt","spillover2 tt",5,0,1078,1078,80,0.5,-0.5,1078
"31492",20,48,"spillover2","tt","spillover2 tt",6,0,172,172,80,-0.5,-0.5,172
"31494",20,27,"spillover2","tt","spillover2 tt",5,0,204,204,80,0.5,-0.5,204
"31496",21,31,"spillover2","tt","spillover2 tt",6,0,896,896,80,-0.5,-0.5,896
"31498",21,37,"spillover2","tt","spillover2 tt",8,0,540,540,80,-0.5,0.5,540
"31500",21,36,"spillover2","tt","spillover2 tt",7,0,1636,1636,80,0.5,0.5,1636
"31502",21,46,"spillover2","tt","spillover2 tt",5,0,2468,2468,80,0.5,-0.5,2468
"31504",21,28,"spillover2","tt","spillover2 tt",7,0,2040,2040,80,0.5,0.5,2040
"31506",21,34,"spillover2","tt","spillover2 tt",5,0,514,514,80,0.5,-0.5,514
"31508",21,35,"spillover2","tt","spillover2 tt",6,0,518,518,80,-0.5,-0.5,518
"31510",21,48,"spillover2","tt","spillover2 tt",7,0,1710,1710,80,0.5,0.5,1710
"31512",21,47,"spillover2","tt","spillover2 tt",6,0,582,582,80,-0.5,-0.5,582
"31514",21,40,"spillover2","tt","spillover2 tt",7,0,544,544,80,0.5,0.5,544
"31516",21,41,"spillover2","tt","spillover2 tt",8,0,1140,1140,80,-0.5,0.5,1140
"31518",21,44,"spillover2","tt","spillover2 tt",7,0,336,336,80,0.5,0.5,336
"31520",21,43,"spillover2","tt","spillover2 tt",6,0,706,706,80,-0.5,-0.5,706
"31522",21,25,"spillover2","tt","spillover2 tt",8,0,982,982,80,-0.5,0.5,982
"31524",21,39,"spillover2","tt","spillover2 tt",6,0,1014,1014,80,-0.5,-0.5,1014
"31526",21,32,"spillover2","tt","spillover2 tt",7,0,2822,2822,80,0.5,0.5,2822
"31528",21,27,"spillover2","tt","spillover2 tt",6,0,502,502,80,-0.5,-0.5,502
"31530",21,26,"spillover2","tt","spillover2 tt",5,0,790,790,80,0.5,-0.5,790
"31532",21,45,"spillover2","tt","spillover2 tt",8,0,756,756,80,-0.5,0.5,756
"31534",21,38,"spillover2","tt","spillover2 tt",5,0,646,646,80,0.5,-0.5,646
"31536",21,33,"spillover2","tt","spillover2 tt",8,0,1182,1182,80,-0.5,0.5,1182
"31538",21,30,"spillover2","tt","spillover2 tt",5,0,1924,1924,80,0.5,-0.5,1924
"31540",21,29,"spillover2","tt","spillover2 tt",8,0,2044,2044,80,-0.5,0.5,2044
"31542",21,42,"spillover2","tt","spillover2 tt",5,0,582,582,80,0.5,-0.5,582
"31545",22,47,"spillover2","tt","spillover2 tt",7,0,498,498,80,0.5,0.5,498
"31547",22,36,"spillover2","tt","spillover2 tt",8,0,848,848,80,-0.5,0.5,848
"31549",22,25,"spillover2","tt","spillover2 tt",5,0,1046,1046,80,0.5,-0.5,1046
"31551",22,43,"spillover2","tt","spillover2 tt",7,0,232,232,80,0.5,0.5,232
"31553",22,27,"spillover2","tt","spillover2 tt",7,0,808,808,80,0.5,0.5,808
"31555",22,38,"spillover2","tt","spillover2 tt",6,0,948,948,80,-0.5,-0.5,948
"31557",22,35,"spillover2","tt","spillover2 tt",7,0,476,476,80,0.5,0.5,476
"31559",22,40,"spillover2","tt","spillover2 tt",8,0,350,350,80,-0.5,0.5,350
"31561",22,45,"spillover2","tt","spillover2 tt",5,0,338,338,80,0.5,-0.5,338
"31563",22,39,"spillover2","tt","spillover2 tt",7,0,1330,1330,80,0.5,0.5,1330
"31565",22,28,"spillover2","tt","spillover2 tt",8,0,1186,1186,80,-0.5,0.5,1186
"31567",22,42,"spillover2","tt","spillover2 tt",6,0,1422,1422,80,-0.5,-0.5,1422
"31569",22,37,"spillover2","tt","spillover2 tt",5,0,430,430,80,0.5,-0.5,430
"31571",22,30,"spillover2","tt","spillover2 tt",6,0,492,492,80,-0.5,-0.5,492
"31573",22,31,"spillover2","tt","spillover2 tt",7,0,320,320,80,0.5,0.5,320
"31575",22,32,"spillover2","tt","spillover2 tt",8,0,2288,2288,80,-0.5,0.5,2288
"31577",22,46,"spillover2","tt","spillover2 tt",6,0,2002,2002,80,-0.5,-0.5,2002
"31579",22,34,"spillover2","tt","spillover2 tt",6,0,796,796,80,-0.5,-0.5,796
"31581",22,33,"spillover2","tt","spillover2 tt",5,0,704,704,80,0.5,-0.5,704
"31583",22,26,"spillover2","tt","spillover2 tt",6,0,1078,1078,80,-0.5,-0.5,1078
"31585",22,29,"spillover2","tt","spillover2 tt",5,0,752,752,80,0.5,-0.5,752
"31587",22,41,"spillover2","tt","spillover2 tt",5,0,828,828,80,0.5,-0.5,828
"31589",22,48,"spillover2","tt","spillover2 tt",8,0,820,820,80,-0.5,0.5,820
"31591",22,44,"spillover2","tt","spillover2 tt",8,0,192,192,80,-0.5,0.5,192
"31593",23,34,"spillover2","tt","spillover2 tt",8,0,780,780,80,-0.5,0.5,780
"31595",23,28,"spillover2","tt","spillover2 tt",6,0,263,263,80,-0.5,-0.5,263
"31597",23,43,"spillover2","tt","spillover2 tt",5,0,485,485,80,0.5,-0.5,485
"31599",23,33,"spillover2","tt","spillover2 tt",7,0,399,399,80,0.5,0.5,399
"31601",23,45,"spillover2","tt","spillover2 tt",7,0,920,920,80,0.5,0.5,920
"31603",23,35,"spillover2","tt","spillover2 tt",5,0,1134,1134,80,0.5,-0.5,1134
"31605",23,37,"spillover2","tt","spillover2 tt",7,0,210,210,80,0.5,0.5,210
"31607",23,29,"spillover2","tt","spillover2 tt",7,0,494,494,80,0.5,0.5,494
"31609",23,38,"spillover2","tt","spillover2 tt",8,0,422,422,80,-0.5,0.5,422
"31611",23,32,"spillover2","tt","spillover2 tt",6,0,574,574,80,-0.5,-0.5,574
"31613",23,30,"spillover2","tt","spillover2 tt",8,0,690,690,80,-0.5,0.5,690
"31615",23,44,"spillover2","tt","spillover2 tt",6,1,0,NA,80,-0.5,-0.5,NA
"31617",23,31,"spillover2","tt","spillover2 tt",5,0,360,360,80,0.5,-0.5,360
"31619",23,41,"spillover2","tt","spillover2 tt",7,0,529,529,80,0.5,0.5,529
"31621",23,26,"spillover2","tt","spillover2 tt",8,0,532,532,80,-0.5,0.5,532
"31623",23,36,"spillover2","tt","spillover2 tt",6,0,423,423,80,-0.5,-0.5,423
"31625",23,47,"spillover2","tt","spillover2 tt",5,0,222,222,80,0.5,-0.5,222
"31627",23,40,"spillover2","tt","spillover2 tt",6,1,0,NA,80,-0.5,-0.5,NA
"31629",23,39,"spillover2","tt","spillover2 tt",5,0,1134,1134,80,0.5,-0.5,1134
"31631",23,46,"spillover2","tt","spillover2 tt",8,0,2168,2168,80,-0.5,0.5,2168
"31633",23,42,"spillover2","tt","spillover2 tt",8,0,582,582,80,-0.5,0.5,582
"31635",23,25,"spillover2","tt","spillover2 tt",7,0,1069,1069,80,0.5,0.5,1069
"31637",23,48,"spillover2","tt","spillover2 tt",6,0,483,483,80,-0.5,-0.5,483
"31639",23,27,"spillover2","tt","spillover2 tt",5,0,287,287,80,0.5,-0.5,287
"31641",24,34,"spillover2","tt","spillover2 tt",7,0,858,858,80,0.5,0.5,858
"31642",24,39,"spillover2","tt","spillover2 tt",8,0,578,578,80,-0.5,0.5,578
"31644",24,46,"spillover2","tt","spillover2 tt",7,0,1074,1074,80,0.5,0.5,1074
"31646",24,44,"spillover2","tt","spillover2 tt",5,0,266,266,80,0.5,-0.5,266
"31648",24,30,"spillover2","tt","spillover2 tt",7,0,720,720,80,0.5,0.5,720
"31650",24,40,"spillover2","tt","spillover2 tt",5,0,198,198,80,0.5,-0.5,198
"31652",24,37,"spillover2","tt","spillover2 tt",6,0,672,672,80,-0.5,-0.5,672
"31654",24,31,"spillover2","tt","spillover2 tt",8,0,276,276,80,-0.5,0.5,276
"31656",24,26,"spillover2","tt","spillover2 tt",7,0,408,408,80,0.5,0.5,408
"31658",24,42,"spillover2","tt","spillover2 tt",7,0,504,504,80,0.5,0.5,504
"31660",24,27,"spillover2","tt","spillover2 tt",8,0,394,394,80,-0.5,0.5,394
"31662",24,35,"spillover2","tt","spillover2 tt",8,0,1070,1070,80,-0.5,0.5,1070
"31664",24,48,"spillover2","tt","spillover2 tt",5,0,450,450,80,0.5,-0.5,450
"31666",24,32,"spillover2","tt","spillover2 tt",5,0,554,554,80,0.5,-0.5,554
"31668",24,36,"spillover2","tt","spillover2 tt",5,0,320,320,80,0.5,-0.5,320
"31670",24,38,"spillover2","tt","spillover2 tt",7,0,634,634,80,0.5,0.5,634
"31672",24,45,"spillover2","tt","spillover2 tt",6,0,440,440,80,-0.5,-0.5,440
"31674",24,33,"spillover2","tt","spillover2 tt",6,0,474,474,80,-0.5,-0.5,474
"31676",24,28,"spillover2","tt","spillover2 tt",5,0,496,496,80,0.5,-0.5,496
"31678",24,41,"spillover2","tt","spillover2 tt",6,0,288,288,80,-0.5,-0.5,288
"31680",24,43,"spillover2","tt","spillover2 tt",8,0,288,288,80,-0.5,0.5,288
"31682",24,25,"spillover2","tt","spillover2 tt",6,0,534,534,80,-0.5,-0.5,534
"31684",24,29,"spillover2","tt","spillover2 tt",6,0,604,604,80,-0.5,-0.5,604
"31686",24,47,"spillover2","tt","spillover2 tt",8,0,216,216,80,-0.5,0.5,216
"31687",25,29,"spillover2","tt","spillover2 tt",7,0,172,172,80,0.5,0.5,172
"31689",25,43,"spillover2","tt","spillover2 tt",5,0,240,240,80,0.5,-0.5,240
"31691",25,34,"spillover2","tt","spillover2 tt",8,0,178,178,80,-0.5,0.5,178
"31693",25,46,"spillover2","tt","spillover2 tt",8,0,804,804,80,-0.5,0.5,NA
"31695",25,26,"spillover2","tt","spillover2 tt",8,0,156,156,80,-0.5,0.5,156
"31697",25,37,"spillover2","tt","spillover2 tt",7,0,144,144,80,0.5,0.5,144
"31699",25,45,"spillover2","tt","spillover2 tt",7,0,172,172,80,0.5,0.5,172
"31701",25,44,"spillover2","tt","spillover2 tt",6,0,178,178,80,-0.5,-0.5,178
"31703",25,35,"spillover2","tt","spillover2 tt",5,0,360,360,80,0.5,-0.5,360
"31705",25,47,"spillover2","tt","spillover2 tt",5,0,282,282,80,0.5,-0.5,282
"31707",25,27,"spillover2","tt","spillover2 tt",5,0,206,206,80,0.5,-0.5,206
"31709",25,32,"spillover2","tt","spillover2 tt",6,0,338,338,80,-0.5,-0.5,338
"31711",25,25,"spillover2","tt","spillover2 tt",7,0,358,358,80,0.5,0.5,358
"31713",25,31,"spillover2","tt","spillover2 tt",5,0,156,156,80,0.5,-0.5,156
"31715",25,38,"spillover2","tt","spillover2 tt",8,0,140,140,80,-0.5,0.5,140
"31717",25,36,"spillover2","tt","spillover2 tt",6,0,164,164,80,-0.5,-0.5,164
"31719",25,48,"spillover2","tt","spillover2 tt",6,0,226,226,80,-0.5,-0.5,226
"31721",25,40,"spillover2","tt","spillover2 tt",6,0,162,162,80,-0.5,-0.5,162
"31723",25,42,"spillover2","tt","spillover2 tt",8,0,396,396,80,-0.5,0.5,396
"31725",25,28,"spillover2","tt","spillover2 tt",6,0,156,156,80,-0.5,-0.5,156
"31727",25,33,"spillover2","tt","spillover2 tt",7,0,296,296,80,0.5,0.5,296
